timestamp,pump_id,pressure_psi,flow_rate_gpm,temperature_celsius,vibration_mm_s,power_consumption_kw,noise_level_db,oil_viscosity,current_failed_state
2024-01-01 20:00:00,1,79.71,138.21,47.08,0.253,20.93,70.08,33.21,0
2024-01-01 21:00:00,1,64.77,138.21,53.1,0.951,22.04,84.55,27.73,0
2024-01-01 22:00:00,1,72.45,68.32,47.13,1.061,21.05,71.17,32.65,0
2024-01-01 23:00:00,1,79.16,100.54,43.14,0.937,19.44,81.36,29.85,0
2024-01-01 00:00:00,2,62.9,93.34,51.31,0.636,16.27,61.51,28.68,0
2024-01-01 01:00:00,2,66.48,93.34,46.27,1.068,24.86,68.14,30.77,0
2024-01-01 02:00:00,2,76.94,122.57,55.6,1.431,18.73,79.36,29.99,0
2024-01-01 03:00:00,2,73.86,122.57,59.5,1.149,18.46,59.16,43.03,0
2024-01-01 04:00:00,2,84.82,77.67,48.13,1.149,20.3,64.87,31.44,0
2024-01-01 05:00:00,2,106.8,105.94,47.18,1.32,21.84,82.9,29.06,0
2024-01-01 06:00:00,2,80.32,118.42,41.63,0.733,15.85,66.95,31.42,0
2024-01-01 07:00:00,2,71.12,69.75,52.1,0.656,22.84,73.96,26.06,0
2024-01-01 08:00:00,2,59.95,98.37,46.17,0.866,17.81,92.5,29.3,0
2024-01-01 09:00:00,2,62.26,96.61,39.33,0.635,26.3,88.95,28.26,0
2024-01-01 10:00:00,2,72.97,89.55,46.46,0.855,26.3,88.76,31.83,0
2024-01-01 11:00:00,2,67.7,88.6,45.37,1.142,29.04,53.7,30.85,0
2024-01-01 12:00:00,2,68.91,97.01,47.34,0.813,25.02,75.18,25.89,0
2024-01-01 13:00:00,2,47.27,76.59,51.34,1.034,19.44,77.17,23.29,0
2024-01-01 14:00:00,2,62.72,112.43,45.33,1.085,26.05,41.21,26.78,0
2024-01-01 15:00:00,2,73.72,112.43,49.91,0.843,20.78,74.14,28.26,0
2024-01-01 16:00:00,2,57.6,73.63,50.65,0.956,27.61,73.29,28.01,0
2024-01-01 17:00:00,2,65.48,108.73,64.17,1.028,21.9,64.71,28.01,0
2024-01-01 18:00:00,2,64.35,95.74,64.17,0.859,21.9,78.58,26.39,0
2024-01-01 19:00:00,2,89.99,111.62,51.05,1.088,17.89,97.29,29.28,0
2024-01-01 20:00:00,2,87.33,125.78,48.45,0.765,20.48,70.4,33.76,0
2024-01-01 21:00:00,2,87.33,114.43,43.58,0.884,25.17,70.4,24.34,0
2024-01-01 22:00:00,2,83.7,96.75,42.52,1.519,20.89,69.96,29.92,0
2024-01-01 23:00:00,2,71.45,96.8,56.9,0.382,23.78,83.83,21.97,0
2024-01-01 00:00:00,3,85.75,111.46,41.74,0.891,21.68,56.75,32.17,0
2024-01-01 01:00:00,3,77.6,109.52,47.69,1.126,17.31,81.71,28.34,0
2024-01-01 02:00:00,3,91.65,69.95,34.05,1.045,20.22,64.33,30.17,0
2024-01-01 03:00:00,3,48.45,81.36,53.34,1.077,20.6,70.64,30.48,0
2024-01-01 04:00:00,3,75.59,104.39,55.09,1.387,24.74,48.63,25.04,0
2024-01-01 05:00:00,3,51.92,86.91,43.32,0.789,25.03,59.07,38.33,0
2024-01-01 06:00:00,3,69.18,118.51,45.97,0.548,26.9,63.08,36.59,0
2024-01-01 07:00:00,3,67.59,99.4,54.27,1.118,18.34,74.26,31.32,0
2024-01-01 08:00:00,3,73.33,105.87,44.63,0.804,25.48,69.3,31.78,0
2024-01-01 09:00:00,3,66.35,104.5,49.32,1.319,19.79,67.95,27.61,0
2024-01-01 10:00:00,3,84.98,93.29,49.32,1.503,21.65,65.43,34.36,0
2024-01-01 11:00:00,3,61.72,100.04,52.57,1.378,19.19,81.53,28.19,0
2024-01-01 12:00:00,3,101.48,91.71,48.03,0.902,31.86,63.08,33.46,0
2024-01-01 13:00:00,3,51.85,123.93,60.31,0.912,21.41,73.94,30.51,0
2024-01-01 14:00:00,3,93.78,94.53,52.19,1.015,25.52,99.47,41.9,0
2024-01-01 15:00:00,3,83.83,114.65,54.38,1.358,26.26,86.25,31.74,0
2024-01-01 16:00:00,3,86.03,104.2,52.23,0.712,24.86,77.71,36.91,0
2024-01-01 17:00:00,3,72.18,94.42,52.12,1.351,19.13,71.99,26.99,0
2024-01-01 18:00:00,3,95.07,78.11,38.54,1.168,21.25,58.52,31.6,0
2024-01-01 19:00:00,3,56.92,77.32,45.56,1.062,23.07,67.55,31.08,0
2024-01-01 20:00:00,3,74.77,111.8,56.55,1.131,24.07,69.48,34.66,0
2024-01-01 21:00:00,3,61.24,111.8,39.73,0.901,14.57,51.85,32.29,0
2024-01-01 22:00:00,3,114.15,98.25,48.76,1.08,15.5,67.13,32.29,0
2024-01-01 23:00:00,3,80.97,98.25,46.96,1.226,22.05,80.9,32.09,0
2024-01-01 00:00:00,4,71.8,88.7,48.44,0.991,22.99,75.34,27.95,0
2024-01-01 01:00:00,4,55.87,96.57,26.99,1.172,22.73,64.06,44.54,0
2024-01-01 02:00:00,4,66.87,95.45,55.32,1.258,17.05,111.82,34.65,0
2024-01-01 03:00:00,4,81.86,95.45,48.76,1.263,12.84,82.54,23.26,0
2024-01-01 04:00:00,4,73.68,99.1,42.86,1.347,19.49,51.79,27.81,0
2024-01-01 05:00:00,4,74.77,114.7,51.53,1.347,20.53,69.48,29.31,0
2024-01-01 06:00:00,4,73.4,113.8,35.83,1.554,21.06,81.77,25.94,0
2024-01-01 07:00:00,4,75.08,100.24,52.78,1.727,21.37,71.91,33.4,0
2024-01-01 08:00:00,4,59.89,98.67,53.8,1.111,21.37,87.7,33.4,0
2024-01-01 09:00:00,4,85.2,97.53,53.53,0.976,22.45,57.16,33.4,0
2024-01-01 10:00:00,4,82.2,88.2,63.55,0.976,22.45,40.68,38.03,0
2024-01-01 11:00:00,4,77.78,108.52,54.59,1.149,22.72,61.06,28.61,0
2024-01-01 12:00:00,4,47.89,83.86,56.99,0.808,21.99,61.06,26.22,0
2024-01-01 13:00:00,4,74.83,100.98,59.06,1.096,29.99,71.28,31.3,0
2024-01-01 14:00:00,4,59.76,88.02,56.17,0.971,24.99,62.43,39.11,0
2024-01-01 15:00:00,4,66.03,101.18,50.0,1.297,28.81,62.43,24.38,0
2024-01-01 16:00:00,4,109.87,95.48,49.79,0.968,19.6,62.06,25.14,0
2024-01-01 17:00:00,4,72.87,116.88,44.9,1.405,23.28,61.74,28.52,0
2024-01-01 18:00:00,4,57.54,87.97,58.28,1.274,23.48,56.75,28.05,0
2024-01-01 19:00:00,4,67.44,109.47,58.15,0.877,23.48,48.41,31.12,0
2024-01-01 20:00:00,4,66.41,110.54,49.76,1.21,22.16,62.16,32.84,0
2024-01-01 21:00:00,4,73.82,97.53,55.33,1.375,22.65,69.79,25.0,0
2024-01-01 22:00:00,4,73.28,99.36,39.44,0.829,20.5,55.88,31.48,0
2024-01-01 23:00:00,4,65.55,93.92,50.55,1.146,20.8,74.57,33.29,0
2024-01-01 00:00:00,5,47.18,106.51,50.18,0.875,12.28,63.33,31.32,0
2024-01-01 01:00:00,5,65.95,99.43,43.99,0.895,17.38,67.39,36.97,0
2024-01-01 02:00:00,5,89.8,108.71,48.0,1.436,18.06,78.53,31.33,0
2024-01-01 03:00:00,5,71.38,95.45,51.02,1.436,17.66,83.3,28.55,0
2024-01-01 04:00:00,5,86.63,95.75,49.75,1.281,22.41,74.64,37.86,0
2024-01-01 05:00:00,5,81.4,95.34,46.18,0.75,15.68,93.48,26.45,0
2024-01-01 06:00:00,5,72.06,96.22,59.5,0.75,23.36,77.13,34.62,0
2024-01-01 07:00:00,5,69.23,103.53,79.7,1.005,27.97,76.37,24.27,0
2024-01-01 08:00:00,5,58.86,103.53,55.35,1.005,22.02,79.04,32.01,0
2024-01-01 09:00:00,5,75.25,86.28,49.01,1.005,19.73,89.73,28.89,0
2024-01-01 10:00:00,5,101.18,92.13,51.33,1.229,26.09,93.98,34.58,0
2024-01-01 11:00:00,5,64.09,111.11,57.38,0.958,25.13,56.63,29.59,0
2024-01-01 12:00:00,5,91.35,116.68,55.32,0.91,19.4,65.62,29.59,0
2024-01-01 13:00:00,5,68.44,93.9,42.9,1.038,20.2,55.82,19.93,0
2024-01-01 14:00:00,5,99.85,113.28,81.32,1.038,20.58,55.82,27.08,0
2024-01-01 15:00:00,5,59.51,64.02,57.36,1.094,21.09,70.39,32.19,0
2024-01-01 16:00:00,5,67.17,75.54,58.39,0.77,21.09,71.54,34.72,0
2024-01-01 17:00:00,5,68.87,83.9,35.66,1.077,23.63,42.4,26.49,0
2024-01-01 18:00:00,5,59.21,60.46,35.66,0.974,25.23,73.83,29.21,0
2024-01-01 19:00:00,5,59.41,92.74,57.29,0.986,16.51,81.53,27.99,0
2024-01-01 20:00:00,5,59.63,90.96,55.36,0.932,19.32,59.13,32.1,0
2024-01-01 21:00:00,5,76.29,96.49,55.05,1.294,27.29,76.63,31.25,0
2024-01-01 22:00:00,5,83.67,119.24,49.32,0.507,18.51,85.18,29.91,0
2024-01-01 23:00:00,5,56.87,123.62,48.43,1.256,23.89,81.15,29.91,1
2024-01-01 00:00:00,6,72.37,104.82,47.06,1.201,18.92,81.33,25.39,0
2024-01-01 01:00:00,6,75.75,111.84,54.22,1.124,20.47,78.64,37.51,0
2024-01-01 02:00:00,6,68.24,105.08,51.37,1.207,19.0,76.94,29.37,0
2024-01-01 03:00:00,6,93.18,97.58,47.57,1.207,20.06,80.32,24.63,0
2024-01-01 04:00:00,6,83.08,85.91,52.2,1.353,22.85,72.85,34.17,0
2024-01-01 05:00:00,6,83.08,125.37,57.09,1.372,24.13,71.96,24.58,0
2024-01-01 06:00:00,6,89.76,90.63,53.55,0.861,18.06,63.74,30.34,0
2024-01-01 07:00:00,6,50.87,95.26,46.21,1.117,25.21,48.98,30.92,0
2024-01-01 08:00:00,6,69.48,129.76,50.94,0.86,17.44,49.48,24.96,0
2024-01-01 09:00:00,6,80.84,96.98,45.54,0.553,19.94,68.18,27.38,0
2024-01-01 10:00:00,6,86.98,99.24,51.47,1.197,23.28,81.91,31.28,0
2024-01-01 11:00:00,6,45.58,92.58,51.55,1.086,19.55,85.34,27.22,0
2024-01-01 12:00:00,6,61.65,122.06,50.16,1.177,23.09,69.35,33.77,0
2024-01-01 13:00:00,6,65.02,82.79,51.88,0.937,25.6,86.41,35.24,0
2024-01-01 14:00:00,6,61.77,99.74,52.32,0.829,24.49,65.66,29.97,0
2024-01-01 15:00:00,6,89.91,108.94,49.52,1.201,21.51,84.31,31.64,0
2024-01-01 16:00:00,6,97.31,110.57,52.61,0.601,20.14,61.49,28.68,0
2024-01-01 17:00:00,6,57.83,62.21,47.75,1.328,27.19,56.37,33.1,0
2024-01-01 18:00:00,6,70.26,105.06,50.46,1.064,20.94,78.06,29.6,0
2024-01-01 19:00:00,6,61.46,91.53,59.28,0.539,29.82,83.45,31.09,0
2024-01-01 20:00:00,6,67.55,97.84,57.19,1.209,13.1,78.41,31.08,0
2024-01-01 21:00:00,6,52.18,90.87,55.79,1.314,22.57,79.26,32.01,0
2024-01-01 22:00:00,6,82.2,100.46,46.13,1.04,22.57,62.99,29.99,0
2024-01-01 23:00:00,6,82.2,76.17,44.45,0.878,18.54,80.06,29.98,0
2024-01-01 00:00:00,7,52.18,53.06,51.93,1.329,23.66,72.91,28.55,0
2024-01-01 01:00:00,7,62.78,97.44,41.57,0.845,19.73,65.11,28.55,0
2024-01-01 02:00:00,7,57.37,89.82,49.22,0.695,18.21,65.05,33.27,0
2024-01-01 03:00:00,7,61.42,62.96,50.99,0.816,23.48,81.59,34.38,0
2024-01-01 04:00:00,7,63.05,99.22,54.15,0.665,14.62,64.33,25.42,0
2024-01-01 05:00:00,7,54.17,114.33,50.69,1.197,18.17,52.45,32.94,1
2024-01-01 06:00:00,7,76.64,93.41,54.13,0.913,20.21,106.08,25.99,0
2024-01-01 07:00:00,7,76.64,98.15,50.06,0.978,21.5,56.7,34.6,0
2024-01-01 08:00:00,7,62.07,100.97,61.07,0.715,17.31,72.48,30.01,0
2024-01-01 09:00:00,7,48.45,96.66,61.43,1.047,21.59,72.48,30.01,0
2024-01-01 10:00:00,7,82.29,96.66,47.94,0.836,17.58,67.68,31.63,0
2024-01-01 11:00:00,7,71.56,128.91,52.91,0.963,20.45,68.93,34.14,0
2024-01-01 12:00:00,7,72.46,130.62,44.61,1.031,19.92,75.66,29.25,0
2024-01-01 13:00:00,7,73.44,121.8,56.36,0.919,22.37,55.57,31.5,0
2024-01-01 14:00:00,7,65.99,93.45,49.13,1.17,21.25,62.74,35.2,0
2024-01-01 15:00:00,7,80.97,80.58,54.97,1.033,18.66,65.86,31.69,0
2024-01-01 16:00:00,7,52.37,96.54,58.93,0.925,26.87,53.58,29.36,0
2024-01-01 17:00:00,7,72.5,117.77,47.01,1.122,30.68,49.77,31.0,0
2024-01-01 18:00:00,7,54.65,107.95,45.97,1.263,22.02,50.35,31.0,0
2024-01-01 19:00:00,7,87.12,107.95,56.65,1.185,19.04,38.28,43.84,0
2024-01-01 20:00:00,7,72.13,129.82,68.83,1.115,31.11,76.21,32.78,0
2024-01-01 21:00:00,7,60.77,92.19,45.5,1.108,23.44,75.75,36.06,0
2024-01-01 22:00:00,7,67.6,77.12,48.22,1.183,12.59,76.49,29.93,0
2024-01-01 23:00:00,7,82.05,91.55,46.43,1.164,19.66,82.54,31.25,0
2024-01-01 00:00:00,8,75.82,83.39,53.299228155339804,0.639,23.65,62.42,34.07,0
2024-01-01 01:00:00,8,75.94,114.83,57.83,0.922,17.08,90.43,30.31,0
2024-01-01 02:00:00,8,57.62,112.1,56.8,0.566,18.43,52.2,27.1,0
2024-01-01 03:00:00,8,71.93,90.52,49.21,1.282,25.2,52.2,27.1,0
2024-01-01 04:00:00,8,71.93,106.97,53.92,1.093,17.15,81.27,33.94,0
2024-01-01 05:00:00,8,71.93,108.16,45.33,0.982,21.24,72.1,33.94,0
2024-01-01 06:00:00,8,78.49,93.0,53.03,0.976,21.9,60.97,26.74,0
2024-01-01 07:00:00,8,72.17,106.9,54.85,0.946,24.66,75.74,24.89,0
2024-01-01 08:00:00,8,100.48,88.73,44.49,1.022,24.7,66.99,34.97,0
2024-01-01 09:00:00,8,79.65,94.82,52.15,1.022,17.25,69.2,26.94,0
2024-01-01 10:00:00,8,73.6,109.95,57.26,0.924,20.63,57.02,26.77,0
2024-01-01 11:00:00,8,68.87,109.95,53.87,0.945,15.98,67.1,26.67,0
2024-01-01 12:00:00,8,78.24,134.29,47.3,1.046,20.33,76.17,26.4,0
2024-01-01 13:00:00,8,53.93,97.02,52.43,1.527,23.44,53.82,27.31,0
2024-01-01 14:00:00,8,77.52,61.5,52.19,0.974,17.27,58.07,29.47,0
2024-01-01 15:00:00,8,66.43,101.12,44.09,0.974,17.27,100.03,35.81,0
2024-01-01 16:00:00,8,86.63,117.49,49.31,0.713,30.34,60.56,29.29,0
2024-01-01 17:00:00,8,73.85,117.77,49.81,0.563,24.3,61.69,25.12,0
2024-01-01 18:00:00,8,55.41,96.79,51.76,1.014,24.36,61.4,29.95,0
2024-01-01 19:00:00,8,59.37,80.98,56.32,0.877,20.39,73.53,31.3,0
2024-01-01 20:00:00,8,75.19,165.95,51.99,0.808,19.71,57.41,26.44,0
2024-01-01 21:00:00,8,82.62,89.19,56.38,0.753,23.43,72.15,31.56,0
2024-01-01 22:00:00,8,53.65,107.27,55.17,0.792,22.97,72.25,27.85,0
2024-01-01 23:00:00,8,65.19,93.38,55.17,0.976,21.97,102.12,24.28,0
2024-01-01 00:00:00,9,88.92,118.47,40.89,1.123,22.32,74.27,34.92,0
2024-01-01 01:00:00,9,91.88,89.71,56.48,1.142,15.53,74.1,22.93,0
2024-01-01 02:00:00,9,89.68,132.31,48.54,1.234,23.85,61.17,28.62,0
2024-01-01 03:00:00,9,105.43,126.83,54.07,1.059,21.84,70.17,32.61,0
2024-01-01 04:00:00,9,87.45,94.31,48.9,0.937,18.77,72.01,28.42,0
2024-01-01 05:00:00,9,78.82,101.32,52.66,0.849,19.71,67.28,28.16,0
2024-01-01 06:00:00,9,75.55,113.33,46.25,0.714,23.68,64.14,29.46,0
2024-01-01 07:00:00,9,57.7,99.59,45.31,1.126,15.45,65.53,31.72,0
2024-01-01 08:00:00,9,59.46,117.4,47.68,0.938,18.51,57.34,29.51,0
2024-01-01 09:00:00,9,82.28,101.6,47.68,0.989,25.34,83.35,30.41,0
2024-01-01 10:00:00,9,67.17,130.15,58.19,1.449,20.9,73.03,25.07,0
2024-01-01 11:00:00,9,64.41,92.12,55.51,0.717,14.03,83.53,28.65,0
2024-01-01 12:00:00,9,78.19,92.12,50.6,0.806,18.16,76.13,34.82,0
2024-01-01 13:00:00,9,61.04,106.07,48.78,0.484,14.8,62.63,32.03,0
2024-01-01 14:00:00,9,41.7,112.62,51.39,1.154,31.3,45.89,37.07,0
2024-01-01 15:00:00,9,111.78,95.15,44.54,0.889,23.6,63.8,31.55,0
2024-01-01 16:00:00,9,85.37,90.97,55.01,0.523,20.0,63.8,31.6,0
2024-01-01 17:00:00,9,81.69,114.97,59.68,0.897,19.91,50.9,29.01,0
2024-01-01 18:00:00,9,81.69,98.18,42.14,0.897,22.34,74.83,29.01,0
2024-01-01 19:00:00,9,81.69,94.51,45.12,1.26,19.7,73.48,28.39,0
2024-01-01 20:00:00,9,69.67,121.1,43.78,1.26,19.63,73.49,28.39,0
2024-01-01 21:00:00,9,100.7,121.1,50.64,0.979,18.77,59.01,30.71,0
2024-01-01 22:00:00,9,94.06,108.77,42.04,1.091,14.54,82.06,28.82,0
2024-01-01 23:00:00,9,34.28,95.28,50.4,1.204,17.52,65.39,34.4,0
2024-01-01 00:00:00,10,60.43,104.3,45.03,1.109,19.97,65.86,29.18,0
2024-01-01 01:00:00,10,43.72,114.8,66.1,1.189,21.99,54.05,27.1,0
2024-01-01 02:00:00,10,64.98,102.0,50.12,1.029,17.73,52.41,27.1,0
2024-01-01 03:00:00,10,92.81,87.16,60.93,1.284,20.33,73.06,28.7,0
2024-01-01 04:00:00,10,87.37,69.41,50.21,0.617,21.54,68.91,41.49,0
2024-01-01 05:00:00,10,80.75,123.6,57.59,0.91,20.79,55.08,31.38,0
2024-01-01 06:00:00,10,73.89,93.94,46.61,1.322,24.38,63.9,27.49,0
2024-01-01 07:00:00,10,65.62,96.19,51.15,0.671,23.21,70.62,31.21,0
2024-01-01 08:00:00,10,63.54,103.41,54.91,0.902,18.66,67.91,26.39,0
2024-01-01 09:00:00,10,63.54,117.01,51.58,0.919,21.38,63.91,26.76,0
2024-01-01 10:00:00,10,77.3,77.47,55.93,0.836,18.53,52.7,27.45,0
2024-01-01 11:00:00,10,88.07,80.53,58.28,1.314,18.53,64.92,31.77,0
2024-01-01 12:00:00,10,78.07,100.28,54.23,1.071,25.01,58.29,27.02,0
2024-01-01 13:00:00,10,89.44,109.49,63.4,0.677,25.01,60.88,32.7,0
2024-01-01 14:00:00,10,85.18,109.49,53.59,0.996,15.33,57.11,36.17,0
2024-01-01 15:00:00,10,85.18,73.73,59.34,1.001,22.99,75.1,36.17,0
2024-01-01 16:00:00,10,72.24,130.42,48.89,1.367,24.89,42.31,29.87,0
2024-01-01 17:00:00,10,77.8,95.5,47.7,1.365,21.94,59.2,34.52,0
2024-01-01 18:00:00,10,82.45,75.26,59.92,1.025,19.13,90.42,27.93,0
2024-01-01 19:00:00,10,59.51,79.47,58.58,1.177,16.89,71.93,27.93,0
2024-01-01 20:00:00,10,77.35,129.33,46.3,1.003,21.71,69.1,25.84,0
2024-01-01 21:00:00,10,77.67,99.95,47.86,0.792,27.73,80.39,24.34,0
2024-01-01 22:00:00,10,130.51,109.37,50.37,0.791,21.85,58.65,35.64,0
2024-01-01 23:00:00,10,71.47,90.62,50.21,1.081,13.5,74.94,26.28,0
2024-01-01 00:00:00,11,71.71,104.11,50.18,0.866,15.64,71.91686574531096,36.15,0
2024-01-01 01:00:00,11,83.86,101.89,36.69,1.117,17.89,60.68,30.86,0
2024-01-01 02:00:00,11,53.3,107.34,58.31,1.363,18.3,75.85,32.78,0
2024-01-01 03:00:00,11,96.98,89.69,49.98,1.228,17.63,63.86,29.47,0
2024-01-01 04:00:00,11,76.73,73.39,56.97,0.953,30.14,75.33,34.05,0
2024-01-01 05:00:00,11,54.81,81.48,54.51,0.956,19.18,72.12,22.48,0
2024-01-01 06:00:00,11,55.19,97.3,49.65,0.31,25.61,82.72,28.47,0
2024-01-01 07:00:00,11,53.75,92.71,55.17,0.89,25.61,69.45,29.67,0
2024-01-01 08:00:00,11,88.35,94.35,38.56,0.832,20.67,57.98,28.42,0
2024-01-01 09:00:00,11,64.95,107.9,63.5,1.04,20.34,67.89,28.87,0
2024-01-01 10:00:00,11,71.04,106.92,50.67,0.795,18.02,67.89,23.77,0
2024-01-01 11:00:00,11,39.26,85.68,62.62,0.823,18.03,67.13,37.59,0
2024-01-01 12:00:00,11,89.17,109.21,50.67,0.987,20.64,73.44,35.96,0
2024-01-01 13:00:00,11,70.61,90.99,46.39,1.033,20.64,49.14,29.59,0
2024-01-01 14:00:00,11,86.55,114.14,54.4,0.945,24.0,72.62,29.59,0
2024-01-01 15:00:00,11,62.42,88.58,47.83,1.382,23.64,92.52,25.18,0
2024-01-01 16:00:00,11,78.36,133.3,44.75,1.382,24.17,58.83,33.83,0
2024-01-01 17:00:00,11,60.82,87.9,58.52,1.382,20.16,58.83,30.63,0
2024-01-01 18:00:00,11,81.91,31.08,55.24,0.529,19.98,92.06,26.91,0
2024-01-01 19:00:00,11,79.32,106.91,53.01,0.849,21.19,68.55,31.58,0
2024-01-01 20:00:00,11,72.79,111.61,49.07,1.017,20.88,74.92,27.03,0
2024-01-01 21:00:00,11,61.39,105.79,53.69,1.101,16.29,79.38,31.94,0
2024-01-01 22:00:00,11,71.45,101.32,51.86,1.205,18.69,57.55,28.47,0
2024-01-01 23:00:00,11,68.83,109.02,57.08,1.161,23.27,80.49,29.18,0
2024-01-01 00:00:00,12,59.77,98.4,53.99,0.886,23.84,75.01,30.44,0
2024-01-01 01:00:00,12,98.62,96.5,51.4,1.155,18.7,50.78,24.84,0
2024-01-01 02:00:00,12,59.73,70.04,52.94,1.218,19.04,63.6,30.53,0
2024-01-01 03:00:00,12,68.19,66.78,52.48,1.367,16.05,62.72,31.64,0
2024-01-01 04:00:00,12,71.56,104.44,51.53,0.78,22.45,72.78,30.77,0
2024-01-01 05:00:00,12,60.72,74.25,55.56,0.579,17.36,45.7,30.77,0
2024-01-01 06:00:00,12,59.43,102.83,59.13,1.098,19.64,72.29,29.82,0
2024-01-01 07:00:00,12,50.48,81.67,53.54,0.808,21.64,69.56,23.08,0
2024-01-01 08:00:00,12,48.39,94.99,51.62,0.935,17.07,64.9,31.14,0
2024-01-01 09:00:00,12,77.15,97.4,71.52,1.299,16.41,58.52,29.46,0
2024-01-01 10:00:00,12,54.18,124.81,57.36,1.26,19.42,67.61,25.69,0
2024-01-01 11:00:00,12,78.25,89.72,53.67,0.878,19.42,69.36,29.5,0
2024-01-01 12:00:00,12,72.6,83.29,46.18,0.883,24.95,80.77,31.02,0
2024-01-01 13:00:00,12,76.37,67.01,53.34,1.061,22.85,77.23,32.67,0
2024-01-01 14:00:00,12,74.83,67.01,52.91,1.442,18.96,88.28,29.58,0
2024-01-01 15:00:00,12,60.9,76.54,53.47,0.977,22.0,80.54,30.78,0
2024-01-01 16:00:00,12,78.64,33.77,54.09,1.474,24.91,79.61,33.87,0
2024-01-01 17:00:00,12,87.11,91.48,40.49,0.871,23.04,75.41,32.44,0
2024-01-01 18:00:00,12,63.0,91.48,52.25,1.221,22.11,61.25,37.43,0
2024-01-01 19:00:00,12,87.43,94.62,46.23,1.097,20.99,72.99,31.99,0
2024-01-01 20:00:00,12,56.92,105.13,41.28,1.103,19.4,92.13,28.83,0
2024-01-01 21:00:00,12,65.65,105.13,52.39,0.831,19.14,69.83,31.93,0
2024-01-01 22:00:00,12,51.98,85.77,50.35,0.979,17.97,64.21,33.13,0
2024-01-01 23:00:00,12,66.23,88.47,51.28,1.312,20.79,79.76,25.25,0
2024-01-01 00:00:00,13,58.71,100.11,54.74,0.62,20.79,79.93,27.78,0
2024-01-01 01:00:00,13,70.9,86.1,52.47,1.271,20.69,80.42,28.56,1
2024-01-01 02:00:00,13,72.52,82.59,56.67,1.072,17.58,51.62,28.83,0
2024-01-01 03:00:00,13,59.41,82.59,41.29,1.132,19.24,55.6,29.75,0
2024-01-01 04:00:00,13,56.21,108.6,48.21,0.94,20.38,55.6,26.91,0
2024-01-01 05:00:00,13,72.32,117.92,48.09,1.284,16.1,88.57,27.96,0
2024-01-01 06:00:00,13,70.77,103.13,46.39,0.726,25.24,60.99,35.43,0
2024-01-01 07:00:00,13,72.12,113.02,53.91,1.106,25.25,73.6,30.39,0
2024-01-01 08:00:00,13,80.5,99.07,49.58,1.149,20.09,75.45,13.26,0
2024-01-01 09:00:00,13,80.5,95.16,52.32,1.163,18.93,51.27,28.55,0
2024-01-01 10:00:00,13,63.45,103.26,50.87,0.773,19.58,63.87,31.08,0
2024-01-01 11:00:00,13,39.39,63.7,50.99,1.169,17.07,34.98,31.81,0
2024-01-01 12:00:00,13,33.41,86.23,47.19,0.853,20.14,78.28,22.93,0
2024-01-01 13:00:00,13,78.7,100.12,62.43,0.632,23.23,89.94,29.97,0
2024-01-01 14:00:00,13,53.89,121.55,51.03,1.294,27.68,48.31,31.67,0
2024-01-01 15:00:00,13,53.89,116.75,54.76,0.936,18.11,72.77,32.91,0
2024-01-01 16:00:00,13,63.87,100.31,56.21,0.958,15.73,56.57,32.79,0
2024-01-01 17:00:00,13,56.1,98.78,54.02,1.315,15.92,82.6,32.5,0
2024-01-01 18:00:00,13,62.27,77.81,54.02,1.187,16.88,57.44,19.58,0
